hhid,round,memberid,comment,skip_s3_new,skip_s3_old,hv_s3q24,s3q1,s3q2,s3q3,s3q3b,s3q4,s3q5,s3q6,s3q6b,s3q7,s3q7a,s3q7b,s3q8,s3q8b,s3q9a,s3q9b,s3q10,s3q11,s3q12,s3q12b,s3q13,s3q14,s3q14a,s3q14a1,s3q14b,s3q15,s3q16,s3q17,s3q17b,s3q18,s3q19,s3q19b,s3q20,s3q21,s3q22,s3q22b,s3q23,s3q24
4001,3,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,no,,,,Government,,yes,no,,,,yes
4001,3,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4001,3,8,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4001,3,21,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4001,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4001,4,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4001,4,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4001,4,4,0,1,1,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,4,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4001,4,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4001,4,8,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4001,4,21,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4001,4,22,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4001,5,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4001,5,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,15,yes
4001,5,4,0,1,1,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,5,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,15,yes
4001,5,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,15,yes
4001,5,21,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4001,5,22,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Degree,no,,,,no,,.,,,,,,
4001,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Diploma,no,,,,no,,.,,,,,,
4001,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 6,yes,no,,,,Government,.,yes,yes,school closed temporarily,,22,
4001,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,Yes,Standard/Grade 2,yes,no,,,,Government,.,yes,yes,school closed temporarily,,22,
4001,6,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 6,yes,no,,,,Government,.,yes,yes,school closed temporarily,,22,
4001,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 8,yes,no,,,,Government,.,no,yes,school closed temporarily,,22,
4001,6,21,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 4,no,,,,no,,.,,,,,,
4001,6,22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
4001,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,7,3,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,7,4,,,,,,,,,,,Standard 4,,Yes,Yes,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,7,5,,,,,,,,,,,Standard 2,,Yes,Yes,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,7,6,,,,,,,,,,,Nursery,,Yes,Yes,400,,,,,,,,,,,,,,,,,,,,,,,,,,0
4001,7,7,,,,,,,,,,,Nursery,,Yes,Yes,400,,,,,,,,,,,,,,,,,,,,,,,,,,0
4002,1,1,,0,,,Yes,Yes,,,Government,8,Degree,,No,,,completed,,,3,,,,,,,,,,,,,,,,,,,,,,
4002,1,2,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,
4002,2,21,,0,1,,Yes,Yes,,,Government,7,Standard 1,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4002,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4002,3,2,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,3,21,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4002,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4002,4,2,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,4,21,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4002,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4002,5,2,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,5,21,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,no,yes,school closed temporarily,,22,yes
4002,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Degree,no,,,,no,,.,,,,,,
4002,6,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Standard/Grade 1,yes,no,,,,Government,.,yes,no,,,,
4002,6,21,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
4002,6,22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
4002,7,1,,,,,,,,,,,Degree,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,7,2,,,,,,,,,,,Standard 4,,Yes,Yes,20000,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,7,3,,,,,,,,,,,Standard 1,,Yes,Yes,20000,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,1,1,,0,,,Yes,Yes,,,Government,12,Diploma,,No,,,completed,,1,,,,,,,,,,,,,,,,,,,,,,,
4003,1,2,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,1,3,,0,,,Yes,Yes,,,Government,10,Other (specify),CERTIFICATE,No,,,completed,,11,,,,,,,,,,,,,,,,,,,,,,,
4003,1,4,,0,,,Yes,Yes,,,Government,7,Standard 5,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4003,1,5,,0,,,Yes,Yes,,,Government,5,Standard 3,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4003,1,6,,0,,,No,Yes,,,Government,5,Standard 1,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4003,1,7,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,1,8,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,1,9,,0,,,No,Yes,,,Nursery,6,Nursery,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4003,1,10,,0,,,No,Yes,,,Nursery,6,Nursery,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4003,1,11,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,1,12,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,1,1,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,1,2,,0,,,No,Yes,,,Government,13,Standard 7,,No,,,completed,,23,,,,,,,,,,,,,,,,,,,,,,,
4004,1,3,,0,,,Yes,Yes,,,Government,6,Form 3,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4004,1,4,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,1,5,,0,,,Yes,Yes,,,Government,5,Standard 7,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4004,1,6,,0,,,No,Yes,,,Government,4,Standard 3,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4004,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
4004,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,
4004,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4004,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
4004,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4004,2,6,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4004,2,21,,0,1,,Yes,Yes,,,Government,7,Form 2,,No,,,not necessary/no point,,10,,,,,,,,,,,,,,,,,,,,,,,
4004,2,22,,0,1,,Yes,Yes,,,Government,6,Standard 3,,Yes,,,,,3,,Yes,No,,,,,,,,,,,,,,,,,,,,
4004,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4004,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4004,3,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,yes,completed,,no,,,,,,,,yes
4004,3,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4004,3,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4004,3,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4004,3,21,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4004,3,22,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4004,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4004,4,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4004,4,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,no
4004,4,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4004,4,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4004,4,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4004,4,21,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,no
4004,4,22,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4004,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4004,5,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4004,5,3,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,no,no,,,,no
4004,5,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4004,5,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Private - church/mosque,,no,no,,,,yes
4004,5,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,15,yes
4004,5,21,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4004,5,22,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4004,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
4004,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
4004,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 4,yes,no,,,,Government,.,no,yes,school closed temporarily,,30,
4004,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
4004,6,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Certificate,no,,,,no,,.,,,,,,
4004,6,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 7,yes,no,,,,Government,.,yes,yes,school closed temporarily,,21,
4004,6,21,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 1,no,,,,no,,.,,,,,,
4004,6,22,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 4,no,,,,no,,.,,,,,,
4004,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,7,3,,,,,,,,,,,Degree,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,7,4,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,7,5,,,,,,,,,,,Form 4,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,7,6,,,,,,,,,,,Form 3,,Yes,Yes,60000,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,7,7,,,,,,,,,,,Standard 8,,Yes,Yes,6000,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,7,8,,,,,,,,,,,Standard 4,,Yes,Yes,6000,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,1,1,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,1,2,,0,,,No,No,domestic duties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,1,3,,0,,,No,Yes,,,Government,6,Standard 1,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4005,1,4,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,1,5,,1,,,.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
4005,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
4005,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4005,2,21,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4005,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4005,3,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4005,3,4,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,3,5,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,3,21,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4005,4,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4005,4,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4005,4,4,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,4,5,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,4,21,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4005,5,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4005,5,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,yes,school closed temporarily,,22,yes
4005,5,4,0,1,0,unknown,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,yes,school closed temporarily,,22,
4005,5,5,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,5,21,0,1,1,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
4005,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
4005,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 3,yes,no,,,,Government,.,yes,yes,school closed temporarily,,30,
4005,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Standard/Grade 2,yes,no,,,,Government,.,yes,yes,school closed temporarily,,30,
4005,6,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
4005,6,21,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
4005,6,22,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,
4005,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,7,2,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,7,3,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,7,4,,,,,,,,,,,Standard 8,,Yes,Yes,5000,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,7,5,,,,,,,,,,,Standard 7,,Yes,Yes,4000,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,7,6,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,7,7,,,,,,,,,,,Standard 4,,Yes,Yes,3400,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,7,8,,,,,,,,,,,Nursery,,Yes,Yes,1000,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4006,1,1,,0,,,Yes,Yes,,,Government,9,Standard 7,,No,,,completed,,,,,,,,,,,,,,,,,,,,,,,,,
4006,1,2,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,1,3,,0,,,Yes,Yes,,,Government,7,Degree,,Yes,,,,,,,No,Yes,cannot afford,,44,,,,,,,,,,,,,,,,,
4006,1,4,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,1,5,,0,,,Yes,Yes,,,Private - church/mosque,10,Standard 4,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4006,1,6,,0,,,Yes,Yes,,,Government,7,Standard 6,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4006,1,7,,0,,,Yes,Yes,,,Government,6,Standard 5,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4006,1,8,,0,,,No,Yes,,,Government,2,Nursery,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4006,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
4006,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
4006,2,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
4006,2,5,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4006,2,6,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4006,2,7,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4006,2,8,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4006,2,21,,0,1,,Yes,Yes,,,Government,8,Standard 7,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4006,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,,,,no,,,,,,,,yes
4006,3,2,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4006,3,4,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4006,3,5,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Private - church/mosque,,yes,no,,,,yes
4006,3,6,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4006,3,7,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4006,3,8,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4006,3,21,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4006,3,22,0,0,1,unknown,Yes,Yes,,,Government,7,Degree,,Yes,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,
4007,1,1,,0,,,No,No,working for household own production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,1,2,,0,,,Yes,Yes,,,Government,7,Form 2,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4007,1,3,,0,,,Yes,Yes,,,Government,7,Standard 7,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4007,1,4,,0,,,Yes,Yes,,,Government,7,Standard 5,,Yes,,,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,
4007,2,1,,1,0,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,no,,,,,,,,
4007,2,2,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4007,2,3,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4007,2,4,,1,0,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,no,,,,Government,,yes,no,,,,
4007,3,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4007,3,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4007,3,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4007,3,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4007,4,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4007,4,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,yes,completed,,no,,,,,,,,yes
4007,4,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4007,4,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4007,5,1,0,1,0,not a student/not attending school,,,,,,,,,,,,,,,,,,,,,no,,,,.b,,,,no,,,,,,,,yes
4007,5,2,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,no,,,,no,,,,,,,,no
4007,5,3,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,yes,no,,,,yes
4007,5,4,0,1,0,student/attending school,,,,,,,,,,,,,,,,,,,,,yes,,,,.b,no,,,,Government,,no,no,,,,yes
4007,6,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,no,No,No,,,,,,,,.,,,,,,
4007,6,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 4,no,,,,no,,.,,,,,,
4007,6,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 2,yes,no,,,,Government,.,no,yes,school closed temporarily,,22,
4007,6,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,yes,Yes,Yes,Form 2,yes,no,,,,Government,.,no,yes,school closed temporarily,,22,
4007,7,1,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,7,2,,,,,,,,,,,Certificate,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,7,3,,,,,,,,,,,Diploma,,Yes,Yes,100000,,,,,,,,,,,,,,,,,,,,,,,,,,
