hhid,round,comment,memberid,s2q2,s2q3,s2q5,s2q27,s2q20,s2q20b,s2q17,s2q17b,s2q18,s2q4b,s2q4a,s2q6,s2q7,s2q8a,s2q8b,s2q8c,s2q24,s2q21,s2q22,s2q23a,s2q23b,s2q23c,s2q23d,s2q23e,s2q9,s2q10,s2q11,s2q12,s2q13,s2q14,s2q25a,s2q25,s2q25a_r6,s2q25_r6,s2q26,s2q28,s2q29,s2q29a,s2q30,s2q31,s2q31b,s2q31c,s2q32,s2q32b,s2q32c
5061,7,,5,Female,5,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5061,7,,6,Male,2,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5066,1,,1,Male,68,Head,,,,,,,,,Married,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,1,,2,Female,51,Spouse/consensual partner,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,1,,3,Male,27,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,1,,4,Male,15,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5066,1,,5,Male,12,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5066,1,,6,Male,20,Nephew/niece,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,1,,7,Female,22,Stepchild,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,3,0,1,Male,70,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,3,0,2,Female,53,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,3,0,3,Male,29,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,3,0,4,Male,17,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,3,0,5,Male,14,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,3,0,6,Male,22,Nephew/niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,4,0,1,Male,71,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,4,0,2,Female,54,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,4,0,3,Male,30,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Married,,,,,,,,,,
5066,4,0,4,Male,18,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,4,0,5,Male,15,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,4,0,6,Male,23,Nephew/niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,4,0,7,Female,21,Brother/sister in-law,,Marriage,,,,,,,Married,,,,,3,Yes,Yes,8,,,,,,,,,,,,,,,,,,,,,,,,,
5066,4,0,8,Male,1,Grandchild,,Birth,,,,,2011,September,,,,,,,,,,,,,,Yes,Yes,3,Yes,Yes,7,,,,,,,,,,,,,,,
5066,5,0,1,Male,72,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,5,0,2,Female,55,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,5,0,3,Male,31,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,5,0,4,Male,19,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,5,0,5,Male,16,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,5,0,6,Male,24,Nephew/niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5066,5,0,7,Female,22,Brother/sister in-law,,,,,,,,,,,,,,,,,,,,,,,,,,,,Married,No,,,,,,,,,,,,,
5066,5,0,8,Male,2,Grandchild,,,,,,,2011,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,6,0,1,Male,74,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5066,6,0,2,Female,57,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5066,6,0,3,Male,33,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5066,6,0,4,Male,21,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5066,6,0,5,Male,18,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5066,6,0,6,Male,26,Nephew/niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5066,6,0,7,Female,24,Brother/sister in-law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Married,Yes,Married,,,,,,,,,,
5066,6,0,8,Male,4,Grandchild,,,,,,,2011,March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,7,,1,Male,83,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,Yes,Yes,Yes,link removed,No,,
5066,7,,2,Female,61,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,2,No,Yes,Yes,link removed,No,,
5066,7,,3,Male,26,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,No,,
5066,7,,4,Male,18,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,No,,
5066,7,,5,Male,8,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5066,7,,6,Female,6,Grandchild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5067,1,,1,Male,52,Head,,,,,,,,,Married,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,1,,2,Female,42,Spouse/consensual partner,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,1,,3,Male,17,Son/daughter,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,1,,4,Male,14,Son/daughter,,,,,,,,,Married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5067,1,,5,Male,11,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5067,1,,6,Female,9,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5067,1,,7,Male,6,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5067,1,,8,Male,2,Son/daughter,,,,,,,.b,.b,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5067,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5067,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5067,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5067,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5067,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5067,6,0,1,Male,60,Head,,,,,,,,,Married,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,0,2,Female,46,Spouse/consensual partner,,,,,,,,,Married,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,0,3,Male,21,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,0,4,Male,19,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,0,5,Male,17,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,0,6,Female,14,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,0,7,Male,10,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,0,8,Male,6,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,6,0,9,Female,3,Son/daughter,,,,,,,2012,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067,7,,1,Male,60,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,Yes,No,,,No,,
5067,7,,2,Female,47,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,2,No,Yes,Yes,link removed,Yes,Yes,Basic phone
5067,7,,3,Male,25,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,Yes,link removed,Yes,Yes,Basic phone
5067,7,,4,Male,22,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,No,,
5067,7,,5,Male,19,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,Yes,link removed,No,,
5067,7,,6,Male,17,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,No,,
5067,7,,7,Male,10,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5067,7,,8,Female,8,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5067,7,,9,Male,4,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5068,1,,1,Male,98,Head,,,,,,,,,Married,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,1,,2,Female,98,Spouse/consensual partner,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5068,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5068,2,,21,Male,22,Son/daughter,,Other (specify),forgotten to be captured,,,,,,Never married,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,2,,22,Female,18,Son/daughter,,Other (specify),Left out in the previous survey,,,,,,Never married,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,2,,23,Female,14,Son/daughter,,Other (specify),Left out in the previous survey,,,,,,Never married,,,,,,No,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5068,3,0,1,Male,80,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,3,0,2,Female,56,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,3,0,21,Male,23,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,3,0,22,Female,19,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,3,0,23,Female,15,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,4,0,1,Male,81,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5068,4,0,2,Female,57,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5068,4,0,21,Male,24,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5068,4,0,22,Female,20,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Married,,,,,,,,,,
5068,4,0,23,Female,16,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5068,5,0,1,Male,82,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5068,5,0,2,Female,58,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5068,5,0,21,Male,25,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never married,No,,,,,,,,,,,,,
5068,5,0,22,Female,21,Left the household,,,,Marriage,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5068,5,0,23,Female,17,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never married,No,,,,,,,,,,,,,
5068,7,,1,Female,60,Parent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,1,No,Yes,Yes,link removed,Yes,Yes,Basic phone
5068,7,,2,Male,38,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,Yes,Yes,No,,Yes,Yes,Basic phone
5068,7,,3,Female,30,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,No,,Yes,Yes,Basic phone
5068,7,,4,Female,13,Nephew/niece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5068,7,,5,Male,7,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5068,7,,6,Female,5,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5068,7,,7,Male,1,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5069,1,,1,Male,28,Head,,,,,,,,,Married,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,1,,2,Female,20,Spouse/consensual partner,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5069,1,,3,Male,2,Son/daughter,,,,,,,2007,October,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5069,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5069,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5069,7,,1,Male,73,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,1,Yes,Yes,Yes,link removed,No,,
5069,7,,2,Female,62,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,Yes,link removed,No,,
5069,7,,3,Male,20,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,Yes,Yes,Smartphone
5069,7,,4,Male,18,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,No,,,Yes,Yes,Basic phone
5069,7,,5,Female,15,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5070,3,0,1,Male,39,Head,,,,,,,,,Married,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,3,0,2,Female,26,Spouse/consensual partner,,,,,,,,,Married,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,3,0,3,Female,3,Son/daughter,,,,,,,2008,June,,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5070,3,0,4,Female,1,Son/daughter,,,,,,,2010,October,,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5070,4,0,1,Male,40,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5070,4,0,2,Female,27,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5070,4,0,3,Female,4,Son/daughter,,,,,,,2008,February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,4,0,4,Female,2,Son/daughter,,,,,,,2010,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,5,0,1,Male,41,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5070,5,0,2,Female,28,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5070,5,0,3,Female,5,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,5,0,4,Female,3,Son/daughter,,,,,,,2009,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,6,0,1,Male,43,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5070,6,0,2,Female,30,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5070,6,0,3,Female,7,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,6,0,4,Female,5,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,6,0,5,Male,2,Son/daughter,,Birth,,,,,2013,Don’t Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,7,,1,Male,60,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,Yes,No,,,No,,
5070,7,,2,Female,33,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,2,No,Yes,Yes,link removed,No,,
5070,7,,3,Female,12,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5070,7,,4,Female,7,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5070,7,,5,Male,6,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5070,7,,6,Male,4,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5070,7,,7,Male,1,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5071,1,,1,Male,98,Head,,,,,,,,,Married,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,1,,2,Female,98,Spouse/consensual partner,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5071,1,,3,Female,5,Son/daughter,,,,,,,2004,Don’t Know,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5071,1,,4,Female,3,Son/daughter,,,,,,,2006,Don’t Know,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5072,1,,1,Male,26,Head,,,,,,,,,Married,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,1,,2,Female,18,Spouse/consensual partner,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5072,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5072,3,0,1,Male,28,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,3,0,2,Female,20,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,4,1,1,Male,29,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5072,4,1,2,Female,21,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5072,4,0,3,Male,0,Son/daughter,,Birth,,,,,2012,February,,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5072,5,1,1,Male,30,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5072,5,1,2,Female,22,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5072,5,0,3,Male,1,Son/daughter,,,,,,,2012,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,7,,1,Male,44,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,Yes,Yes,Yes,link removed,Yes,Yes,Basic phone
5072,7,,2,Female,32,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,2,No,Yes,Yes,link removed,Yes,Yes,Basic phone
5072,7,,3,Male,8,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5072,7,,4,Male,4,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5072,7,,5,Male,1,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5073,1,,1,Male,36,Head,,,,,,,,,Widowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,1,,2,Female,28,Spouse/consensual partner,,,,,,,,,Never married,,,,,,,,,,,,,No,,,Yes,Yes,1,,,,,,,,,,,,,,,
5073,1,,3,Female,6,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,No,,,Yes,Yes,1,,,,,,,,,,,,,,,
5073,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5073,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5073,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5073,2,,21,Female,1,Son/daughter,,Other (specify),Left out in the previous survey,,,,2009,April,,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5073,3,0,1,Female,30,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,3,0,3,Female,6,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,3,0,4,Female,3,Son/daughter,,Birth,,,,,2008,February,,,,,,,,,,,,,,Yes,Yes,2,Yes,Yes,1,,,,,,,,,,,,,,,
5073,3,0,5,Male,37,Head,,Other (specify),HE WAS LEFT OUT INITIALLY,,,,,,Married,1,1,,,,Yes,Yes,3,4,,,,,,,,,,,No,,,,,,,,,,,,,
5073,4,1,1,Female,31,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5073,4,1,3,Female,7,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,4,0,4,Female,4,Son/daughter,,,,,,,2008,May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,4,0,5,Male,38,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5073,4,0,6,Male,0,Son/daughter,,Birth,,,,,2011,December,,,,,,,,,,,,,,Yes,Yes,5,Yes,Yes,1,,,,,,,,,,,,,,,
5073,5,1,1,Female,32,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Married,,,,,,,,,,
5073,5,1,3,Female,8,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,5,0,4,Female,5,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,5,0,5,Male,39,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,
5073,5,0,6,Male,1,Son/daughter,,,,,,,2012,April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,6,1,1,Female,34,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5073,6,1,3,Female,10,Left the household,,,,Schooling,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,6,0,4,Female,7,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,6,0,5,Male,41,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,
5073,6,0,6,Male,3,Son/daughter,,,,,,,2012,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,6,0,7,Male,0,Son/daughter,,Birth,,,,,2015,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5073,7,,1,Male,42,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Yes,1,Yes,Yes,Yes,link removed,No,,
5073,7,,2,Female,37,Spouse/consensual partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,No,Yes,Yes,link removed,Yes,Yes,Basic phone
5073,7,,3,Female,13,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5073,7,,4,Female,11,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5073,7,,5,Male,9,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
5073,7,,6,Male,5,Son/daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,
5075,2,,1,Male,48,Head,,,,,,,,,Married,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,2,,2,Female,31,Spouse/consensual partner,,,,,,,,,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,2,,3,Male,12,Son/daughter,,,,,,,,,Never married,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
5075,2,,4,Male,6,Son/daughter,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,1,Yes,Yes,2,,,,,,,,,,,,,,,
