hhid,round,comment,Ind_ID,Ind_ID_r7,s15q47c,s15q47g,s15q47h,s15q47i,s15q47k,Ind_ID_r7a,s15q47l,Ind_ID_r7b,s15q53aI,s15q53bI,s15q53b2,s15q53cU,s15q53c2
2098,6,0,Save,,,,,,,,,,,,,,
2098,6,0,Share with others,,,,,,,,,,,,,,
2098,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2098,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2098,6,0,Other (specify if other),,,,,,,,,,,,,,
2099,3,0,Purchase food,,,,,,,,,,,,,1500,
2099,3,0,Education costs,,,,,,,,,,,,,0,
2099,3,0,Purchase livestock,,,,,,,,,,,,,0,
2099,3,0,Production or operating costs,,,,,,,,,,,,,0,
2099,3,0,Health care expenses,,,,,,,,,,,,,400,
2099,3,0,Social obligations,,,,,,,,,,,,,300,
2099,3,0,Save,,,,,,,,,,,,,600,
2099,3,0,Share with others,,,,,,,,,,,,,200,
2099,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
2099,3,0,Other (specify if other),,,,,,,,,,,,,0,
2099,5,0,Purchase food,,,5000,,,,,,,,,,,
2099,5,0,Education costs,,,0,,,,,,,,,,,
2099,5,0,Purchase livestock,,,0,,,,,,,,,,,
2099,5,0,Production or operating costs,,,2000,,,,,,,,,,,
2099,5,0,Health care expenses,,,0,,,,,,,,,,,
2099,5,0,Social obligations,,,0,,,,,,,,,,,
2099,5,0,Save,,,0,,,,,,,,,,,
2099,5,0,Share with others,,,0,,,,,,,,,,,
2099,5,0,Purchase Livestock Insurance (IBLI),,,0,,,,,,,,,,,
2099,5,0,Other (specify if other),,,0,,,,,,,,,,,
2099,6,0,Purchase food,,,,,,,,,,,,,,
2099,6,0,Education costs,,,,,,,,,,,,,,
2099,6,0,Purchase livestock,,,,,,,,,,,,,,
2099,6,0,Production or operating costs,,,,,,,,,,,,,,
2099,6,0,Health care expenses,,,,,,,,,,,,,,
2099,6,0,Social obligations,,,,,,,,,,,,,,
2099,6,0,Save,,,,,,,,,,,,,,
2099,6,0,Share with others,,,,,,,,,,,,,,
2099,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2099,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2099,6,0,Other (specify if other),,,,,,,,,,,,,,
2100,3,0,Purchase food,,,,,,,,,,,,,1000,
2100,3,0,Education costs,,,,,,,,,,,,,500,
2100,3,0,Purchase livestock,,,,,,,,,,,,,0,
2100,3,0,Production or operating costs,,,,,,,,,,,,,0,
2100,3,0,Health care expenses,,,,,,,,,,,,,400,
2100,3,0,Social obligations,,,,,,,,,,,,,100,
2100,3,0,Save,,,,,,,,,,,,,1000,
2100,3,0,Share with others,,,,,,,,,,,,,0,
2100,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
2100,3,0,Other (specify if other),,,,,,,,,,,,,0,
2102,3,0,Purchase food,,,,,,,,,,,,,1000,
2102,3,0,Education costs,,,,,,,,,,,,,0,
2102,3,0,Purchase livestock,,,,,,,,,,,,,0,
2102,3,0,Production or operating costs,,,,,,,,,,,,,0,
2102,3,0,Health care expenses,,,,,,,,,,,,,0,
2102,3,0,Social obligations,,,,,,,,,,,,,0,
2102,3,0,Save,,,,,,,,,,,,,2000,
2102,3,0,Share with others,,,,,,,,,,,,,0,
2102,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
2102,3,0,Other (specify if other),,,,,,,,,,,,,0,
2102,6,0,Purchase food,,,,,,,,,,,,,,
2102,6,0,Education costs,,,,,,,,,,,,,,
2102,6,0,Purchase livestock,,,,,,,,,,,,,,
2102,6,0,Production or operating costs,,,,,,,,,,,,,,
2102,6,0,Health care expenses,,,,,,,,,,,,,,
2102,6,0,Social obligations,,,,,,,,,,,,,,
2102,6,0,Save,,,,,,,,,,,,,,
2102,6,0,Share with others,,,,,,,,,,,,,,
2102,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2102,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2102,6,0,Other (specify if other),,,,,,,,,,,,,,
2103,3,0,Purchase food,,,,,,,,,,,,,950,
2103,3,0,Education costs,,,,,,,,,,,,,2000,
2103,3,0,Purchase livestock,,,,,,,,,,,,,0,
2103,3,0,Production or operating costs,,,,,,,,,,,,,0,
2103,3,0,Health care expenses,,,,,,,,,,,,,50,
2103,3,0,Social obligations,,,,,,,,,,,,,0,
2103,3,0,Save,,,,,,,,,,,,,0,
2103,3,0,Share with others,,,,,,,,,,,,,0,
2103,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
2103,3,0,Other (specify if other),,,,,,,,,,,,,0,
2103,6,0,Purchase food,,,,,,,,,,,,,,
2103,6,0,Education costs,,,,,,,,,,,,,,
2103,6,0,Purchase livestock,,,,,,,,,,,,,,
2103,6,0,Production or operating costs,,,,,,,,,,,,,,
2103,6,0,Health care expenses,,,,,,,,,,,,,,
2103,6,0,Social obligations,,,,,,,,,,,,,,
2103,6,0,Save,,,,,,,,,,,,,,
2103,6,0,Share with others,,,,,,,,,,,,,,
2103,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2103,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2103,6,0,Other (specify if other),,,,,,,,,,,,,,
2106,3,0,Purchase food,,,,,,,,,,,,,2000,
2106,3,0,Education costs,,,,,,,,,,,,,600,
2106,3,0,Purchase livestock,,,,,,,,,,,,,0,
2106,3,0,Production or operating costs,,,,,,,,,,,,,0,
2106,3,0,Health care expenses,,,,,,,,,,,,,140,
2106,3,0,Social obligations,,,,,,,,,,,,,0,
2106,3,0,Save,,,,,,,,,,,,,260,
2106,3,0,Share with others,,,,,,,,,,,,,0,
2106,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
2106,3,0,Other (specify if other),,,,,,,,,,,,,0,
2106,6,0,Purchase food,,,,,,,,,,,,,,
2106,6,0,Education costs,,,,,,,,,,,,,,
2106,6,0,Purchase livestock,,,,,,,,,,,,,,
2106,6,0,Production or operating costs,,,,,,,,,,,,,,
2106,6,0,Health care expenses,,,,,,,,,,,,,,
2106,6,0,Social obligations,,,,,,,,,,,,,,
2106,6,0,Save,,,,,,,,,,,,,,
2106,6,0,Share with others,,,,,,,,,,,,,,
2106,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2106,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2106,6,0,Other (specify if other),,,,,,,,,,,,,,
2110,3,0,Purchase food,,,,,,,,,,,,,1700,
2110,3,0,Education costs,,,,,,,,,,,,,300,
2110,3,0,Purchase livestock,,,,,,,,,,,,,0,
2110,3,0,Production or operating costs,,,,,,,,,,,,,1000,
2110,3,0,Health care expenses,,,,,,,,,,,,,0,
2110,3,0,Social obligations,,,,,,,,,,,,,0,
2110,3,0,Save,,,,,,,,,,,,,0,
2110,3,0,Share with others,,,,,,,,,,,,,0,
2110,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
2110,3,0,Other (specify if other),,,,,,,,,,,,,0,
2110,6,0,Purchase food,,,,,,,,,,,,,,
2110,6,0,Education costs,,,,,,,,,,,,,,
2110,6,0,Purchase livestock,,,,,,,,,,,,,,
2110,6,0,Production or operating costs,,,,,,,,,,,,,,
2110,6,0,Health care expenses,,,,,,,,,,,,,,
2110,6,0,Social obligations,,,,,,,,,,,,,,
2110,6,0,Save,,,,,,,,,,,,,,
2110,6,0,Share with others,,,,,,,,,,,,,,
2110,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2110,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2110,6,0,Other (specify if other),,,,,,,,,,,,,,
2111,3,0,Purchase food,,,,,,,,,,,,,1500,
2111,3,0,Education costs,,,,,,,,,,,,,500,
2111,3,0,Purchase livestock,,,,,,,,,,,,,0,
2111,3,0,Production or operating costs,,,,,,,,,,,,,0,
2111,3,0,Health care expenses,,,,,,,,,,,,,200,
2111,3,0,Social obligations,,,,,,,,,,,,,300,
2111,3,0,Save,,,,,,,,,,,,,500,
2111,3,0,Share with others,,,,,,,,,,,,,0,
2111,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
2111,3,0,Other (specify if other),,,,,,,,,,,,,0,
2111,6,0,Purchase food,,,,,,,,,,,,,,
2111,6,0,Education costs,,,,,,,,,,,,,,
2111,6,0,Purchase livestock,,,,,,,,,,,,,,
2111,6,0,Production or operating costs,,,,,,,,,,,,,,
2111,6,0,Health care expenses,,,,,,,,,,,,,,
2111,6,0,Social obligations,,,,,,,,,,,,,,
2111,6,0,Save,,,,,,,,,,,,,,
2111,6,0,Share with others,,,,,,,,,,,,,,
2111,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2111,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2111,6,0,Other (specify if other),,,,,,,,,,,,,,
2112,3,0,Purchase food,,,,,,,,,,,,,1300,
2112,3,0,Education costs,,,,,,,,,,,,,0,
2112,3,0,Purchase livestock,,,,,,,,,,,,,0,
2112,3,0,Production or operating costs,,,,,,,,,,,,,700,
2112,3,0,Health care expenses,,,,,,,,,,,,,200,
2112,3,0,Social obligations,,,,,,,,,,,,,0,
2112,3,0,Save,,,,,,,,,,,,,300,
2112,3,0,Share with others,,,,,,,,,,,,,500,
2112,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
2112,3,0,Other (specify if other),,,,,,,,,,,,,0,
2112,6,0,Purchase food,,,,,,,,,,,,,,
2112,6,0,Education costs,,,,,,,,,,,,,,
2112,6,0,Purchase livestock,,,,,,,,,,,,,,
2112,6,0,Production or operating costs,,,,,,,,,,,,,,
2112,6,0,Health care expenses,,,,,,,,,,,,,,
2112,6,0,Social obligations,,,,,,,,,,,,,,
2112,6,0,Save,,,,,,,,,,,,,,
2112,6,0,Share with others,,,,,,,,,,,,,,
2112,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2112,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2112,6,0,Other (specify if other),,,,,,,,,,,,,,
2114,3,0,Purchase food,,,,,,,,,,,,,1000,
2114,3,0,Education costs,,,,,,,,,,,,,0,
2114,3,0,Purchase livestock,,,,,,,,,,,,,1000,
2114,3,0,Production or operating costs,,,,,,,,,,,,,0,
2114,3,0,Health care expenses,,,,,,,,,,,,,0,
2114,3,0,Social obligations,,,,,,,,,,,,,0,
2114,3,0,Save,,,,,,,,,,,,,0,
2114,3,0,Share with others,,,,,,,,,,,,,0,
2114,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,1000,
2114,3,0,Other (specify if other),,,,,,,,,,,,,0,
2114,6,0,Purchase food,,,,,,,,,,,,,,
2114,6,0,Education costs,,,,,,,,,,,,,,
2114,6,0,Purchase livestock,,,,,,,,,,,,,,
2114,6,0,Production or operating costs,,,,,,,,,,,,,,
2114,6,0,Health care expenses,,,,,,,,,,,,,,
2114,6,0,Social obligations,,,,,,,,,,,,,,
2114,6,0,Save,,,,,,,,,,,,,,
2114,6,0,Share with others,,,,,,,,,,,,,,
2114,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2114,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2114,6,0,Other (specify if other),,,,,,,,,,,,,,
2126,6,0,Purchase food,,,,,,,,,,,,,,
2126,6,0,Education costs,,,,,,,,,,,,,,
2126,6,0,Purchase livestock,,,,,,,,,,,,,,
2126,6,0,Production or operating costs,,,,,,,,,,,,,,
2126,6,0,Health care expenses,,,,,,,,,,,,,,
2126,6,0,Social obligations,,,,,,,,,,,,,,
2126,6,0,Save,,,,,,,,,,,,,,
2126,6,0,Share with others,,,,,,,,,,,,,,
2126,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
2126,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
2126,6,0,Other (specify if other),,,,,,,,,,,,,,
3001,3,0,Purchase food,,,,,,,,,,,,,3000,
3001,3,0,Education costs,,,,,,,,,,,,,0,
3001,3,0,Purchase livestock,,,,,,,,,,,,,0,
3001,3,0,Production or operating costs,,,,,,,,,,,,,0,
3001,3,0,Health care expenses,,,,,,,,,,,,,0,
3001,3,0,Social obligations,,,,,,,,,,,,,0,
3001,3,0,Save,,,,,,,,,,,,,0,
3001,3,0,Share with others,,,,,,,,,,,,,0,
3001,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3001,3,0,Other (specify if other),,,,,,,,,,,,,0,
3001,6,0,Purchase food,,,,,,,,,,,,,,
3001,6,0,Education costs,,,,,,,,,,,,,,
3001,6,0,Purchase livestock,,,,,,,,,,,,,,
3001,6,0,Production or operating costs,,,,,,,,,,,,,,
3001,6,0,Health care expenses,,,,,,,,,,,,,,
3001,6,0,Social obligations,,,,,,,,,,,,,,
3001,6,0,Save,,,,,,,,,,,,,,
3001,6,0,Share with others,,,,,,,,,,,,,,
3001,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3001,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3001,6,0,Other (specify if other),,,,,,,,,,,,,,
3002,3,0,Purchase food,,,,,,,,,,0,3000,,,
3002,3,0,Education costs,,,,,,,,,,0,0,,,
3002,3,0,Purchase livestock,,,,,,,,,,0,3000,,,
3002,3,0,Production or operating costs,,,,,,,,,,0,1800,,,
3002,3,0,Health care expenses,,,,,,,,,,0,0,,,
3002,3,0,Social obligations,,,,,,,,,,0,0,,,
3002,3,0,Save,,,,,,,,,,0,0,,,
3002,3,0,Share with others,,,,,,,,,,0,0,,,
3002,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,0,,,
3002,3,0,Other (specify if other),,,,,,,,,,0,0,,,
3002,6,0,Purchase food,,,,,,,,,,,,,,
3002,6,0,Education costs,,,,,,,,,,,,,,
3002,6,0,Purchase livestock,,,,,,,,,,,,,,
3002,6,0,Production or operating costs,,,,,,,,,,,,,,
3002,6,0,Health care expenses,,,,,,,,,,,,,,
3002,6,0,Social obligations,,,,,,,,,,,,,,
3002,6,0,Save,,,,,,,,,,,,,,
3002,6,0,Share with others,,,,,,,,,,,,,,
3002,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3002,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3002,6,0,Other (specify if other),,,,,,,,,,,,,,
3003,3,0,Purchase food,,,,,,,,,,,,,2000,
3003,3,0,Education costs,,,,,,,,,,,,,0,
3003,3,0,Purchase livestock,,,,,,,,,,,,,0,
3003,3,0,Production or operating costs,,,,,,,,,,,,,1000,
3003,3,0,Health care expenses,,,,,,,,,,,,,0,
3003,3,0,Social obligations,,,,,,,,,,,,,0,
3003,3,0,Save,,,,,,,,,,,,,0,
3003,3,0,Share with others,,,,,,,,,,,,,0,
3003,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3003,3,0,Other (specify if other),,,,,,,,,,,,,0,
3003,6,0,Purchase food,,,,,,,,,,,,,,
3003,6,0,Education costs,,,,,,,,,,,,,,
3003,6,0,Purchase livestock,,,,,,,,,,,,,,
3003,6,0,Production or operating costs,,,,,,,,,,,,,,
3003,6,0,Health care expenses,,,,,,,,,,,,,,
3003,6,0,Social obligations,,,,,,,,,,,,,,
3003,6,0,Save,,,,,,,,,,,,,,
3003,6,0,Share with others,,,,,,,,,,,,,,
3003,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3003,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3003,6,0,Other (specify if other),,,,,,,,,,,,,,
3005,3,0,Purchase food,,,,,,,,,,0,2000,,,
3005,3,0,Education costs,,,,,,,,,,0,600,,,
3005,3,0,Purchase livestock,,,,,,,,,,0,3000,,,
3005,3,0,Production or operating costs,,,,,,,,,,0,0,,,
3005,3,0,Health care expenses,,,,,,,,,,0,1000,,,
3005,3,0,Social obligations,,,,,,,,,,0,0,,,
3005,3,0,Save,,,,,,,,,,0,0,,,
3005,3,0,Share with others,,,,,,,,,,0,1200,,,
3005,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,0,,,
3005,3,0,Other (specify if other),,,,,,,,,,0,0,,,
3006,3,0,Purchase food,,,,,,,,,,,,,0,
3006,3,0,Education costs,,,,,,,,,,,,,0,
3006,3,0,Purchase livestock,,,,,,,,,,,,,3000,
3006,3,0,Production or operating costs,,,,,,,,,,,,,0,
3006,3,0,Health care expenses,,,,,,,,,,,,,0,
3006,3,0,Social obligations,,,,,,,,,,,,,0,
3006,3,0,Save,,,,,,,,,,,,,0,
3006,3,0,Share with others,,,,,,,,,,,,,0,
3006,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3006,3,0,Other (specify if other),,,,,,,,,,,,,0,
3006,5,0,Purchase food,,,1000,,,,,,,,,,,
3006,5,0,Education costs,,,1000,,,,,,,,,,,
3006,5,0,Purchase livestock,,,0,,,,,,,,,,,
3006,5,0,Production or operating costs,,,0,,,,,,,,,,,
3006,5,0,Health care expenses,,,0,,,,,,,,,,,
3006,5,0,Social obligations,,,0,,,,,,,,,,,
3006,5,0,Save,,,0,,,,,,,,,,,
3006,5,0,Share with others,,,0,,,,,,,,,,,
3006,5,0,Purchase Livestock Insurance (IBLI),,,0,,,,,,,,,,,
3006,5,0,Other (specify if other),,,0,,,,,,,,,,,
3006,6,0,Purchase food,,,,,,,,,,,,,,
3006,6,0,Education costs,,,,,,,,,,,,,,
3006,6,0,Purchase livestock,,,,,,,,,,,,,,
3006,6,0,Production or operating costs,,,,,,,,,,,,,,
3006,6,0,Health care expenses,,,,,,,,,,,,,,
3006,6,0,Social obligations,,,,,,,,,,,,,,
3006,6,0,Save,,,,,,,,,,,,,,
3006,6,0,Share with others,,,,,,,,,,,,,,
3006,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3006,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3006,6,0,Other (specify if other),,,,,,,,,,,,,,
3007,3,0,Purchase food,,,,,,,,,,,,,0,
3007,3,0,Education costs,,,,,,,,,,,,,0,
3007,3,0,Purchase livestock,,,,,,,,,,,,,0,
3007,3,0,Production or operating costs,,,,,,,,,,,,,0,
3007,3,0,Health care expenses,,,,,,,,,,,,,0,
3007,3,0,Social obligations,,,,,,,,,,,,,0,
3007,3,0,Save,,,,,,,,,,,,,3000,
3007,3,0,Share with others,,,,,,,,,,,,,0,
3007,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3007,3,0,Other (specify if other),,,,,,,,,,,,,0,
3007,6,0,Purchase food,,,,,,,,,,,,,,
3007,6,0,Education costs,,,,,,,,,,,,,,
3007,6,0,Purchase livestock,,,,,,,,,,,,,,
3007,6,0,Production or operating costs,,,,,,,,,,,,,,
3007,6,0,Health care expenses,,,,,,,,,,,,,,
3007,6,0,Social obligations,,,,,,,,,,,,,,
3007,6,0,Save,,,,,,,,,,,,,,
3007,6,0,Share with others,,,,,,,,,,,,,,
3007,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3007,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3007,6,0,Other (specify if other),,,,,,,,,,,,,,
3007,7,,,Other (specify),,,,,,,No,,,,,,
3007,7,,,Food for humans,,,,,,,No,,,,,,
3007,7,,,Water for humans,,,,,,,No,,,,,,
3007,7,,,Health services for humans,,,,,,,Yes,,,,,,
3007,7,,,Education/school fees,,,,,,,No,,,,,,
3007,7,,,Pay back debt,,,,,,,No,,,,,,
3007,7,,,Save,,,,,,,No,,,,,,
3007,7,,,Livestock purchases,,,,,,,No,,,,,,
3007,7,,,Livestock inputs: water,,,,,,,No,,,,,,
3007,7,,,Livestock inputs: forrage or fodder,,,,,,,No,,,,,,
3007,7,,,Livestock inputs: Vaccinate / vetrinary services,,,,,,,No,,,,,,
3007,7,,,Hiring labor for herding,,,,,,,No,,,,,,
3007,7,,,Livestock trucking\trekking\transportation,,,,,,,No,,,,,,
3007,7,,,Gave to others/ share,,,,,,,No,,,,,,
3007,7,,,"Ceremonies (e.g., weddings, funerals, religious events)",,,,,,,No,,,,,,
3008,3,0,Purchase food,,,,,,,,,,16000,0,,,
3008,3,0,Education costs,,,,,,,,,,0,0,,,
3008,3,0,Purchase livestock,,,,,,,,,,0,0,,,
3008,3,0,Production or operating costs,,,,,,,,,,0,0,,,
3008,3,0,Health care expenses,,,,,,,,,,0,0,,,
3008,3,0,Social obligations,,,,,,,,,,0,0,,,
3008,3,0,Save,,,,,,,,,,0,0,,,
3008,3,0,Share with others,,,,,,,,,,0,0,,,
3008,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,0,0,,,
3008,3,0,Other (specify if other),,,,,,,,,,0,0,,,
3008,4,0,Purchase food,,0,1450,,,,,,,,,,,
3008,4,0,Education costs,,0,4850,,,,,,,,,,,
3008,4,0,Purchase livestock,,0,0,,,,,,,,,,,
3008,4,0,Production or operating costs,,8500,0,,,,,,,,,,,
3008,4,0,Health care expenses,,0,0,,,,,,,,,,,
3008,4,0,Social obligations,,0,0,,,,,,,,,,,
3008,4,0,Save,,0,0,,,,,,,,,,,
3008,4,0,Share with others,,0,0,,,,,,,,,,,
3008,4,0,Purchase Livestock Insurance (IBLI),,0,0,,,,,,,,,,,
3008,4,0,Other (specify if other),,0,0,,,,,,,,,,,
3008,6,0,Purchase food,,,,,,,,,,,,,,
3008,6,0,Education costs,,,,,,,,,,,,,,
3008,6,0,Purchase livestock,,,,,,,,,,,,,,
3008,6,0,Production or operating costs,,,,,,,,,,,,,,
3008,6,0,Health care expenses,,,,,,,,,,,,,,
3008,6,0,Social obligations,,,,,,,,,,,,,,
3008,6,0,Save,,,,,,,,,,,,,,
3008,6,0,Share with others,,,,,,,,,,,,,,
3008,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3008,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3008,6,0,Other (specify if other),,,,,,,,,,,,,,
3009,3,0,Purchase food,,,,,,,,,,,,,1500,
3009,3,0,Education costs,,,,,,,,,,,,,400,
3009,3,0,Purchase livestock,,,,,,,,,,,,,0,
3009,3,0,Production or operating costs,,,,,,,,,,,,,0,
3009,3,0,Health care expenses,,,,,,,,,,,,,500,
3009,3,0,Social obligations,,,,,,,,,,,,,300,
3009,3,0,Save,,,,,,,,,,,,,300,
3009,3,0,Share with others,,,,,,,,,,,,,0,
3009,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3009,3,0,Other (specify if other),,,,,,,,,,,,,0,
3009,6,0,Purchase food,,,,,,,,,,,,,,
3009,6,0,Education costs,,,,,,,,,,,,,,
3009,6,0,Purchase livestock,,,,,,,,,,,,,,
3009,6,0,Production or operating costs,,,,,,,,,,,,,,
3009,6,0,Health care expenses,,,,,,,,,,,,,,
3009,6,0,Social obligations,,,,,,,,,,,,,,
3009,6,0,Save,,,,,,,,,,,,,,
3009,6,0,Share with others,,,,,,,,,,,,,,
3009,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3009,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3009,6,0,Other (specify if other),,,,,,,,,,,,,,
3010,3,0,Purchase food,,,,,,,,,,,,,1600,
3010,3,0,Education costs,,,,,,,,,,,,,500,
3010,3,0,Purchase livestock,,,,,,,,,,,,,0,
3010,3,0,Production or operating costs,,,,,,,,,,,,,0,
3010,3,0,Health care expenses,,,,,,,,,,,,,300,
3010,3,0,Social obligations,,,,,,,,,,,,,300,
3010,3,0,Save,,,,,,,,,,,,,300,
3010,3,0,Share with others,,,,,,,,,,,,,0,
3010,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3010,3,0,Other (specify if other),,,,,,,,,,,,,0,
3010,6,0,Purchase food,,,,,,,,,,,,,,
3010,6,0,Education costs,,,,,,,,,,,,,,
3010,6,0,Purchase livestock,,,,,,,,,,,,,,
3010,6,0,Production or operating costs,,,,,,,,,,,,,,
3010,6,0,Health care expenses,,,,,,,,,,,,,,
3010,6,0,Social obligations,,,,,,,,,,,,,,
3010,6,0,Save,,,,,,,,,,,,,,
3010,6,0,Share with others,,,,,,,,,,,,,,
3010,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3010,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3010,6,0,Other (specify if other),,,,,,,,,,,,,,
3011,3,0,Purchase food,,,,,,,,,,,,,0,
3011,3,0,Education costs,,,,,,,,,,,,,3000,
3011,3,0,Purchase livestock,,,,,,,,,,,,,0,
3011,3,0,Production or operating costs,,,,,,,,,,,,,0,
3011,3,0,Health care expenses,,,,,,,,,,,,,0,
3011,3,0,Social obligations,,,,,,,,,,,,,0,
3011,3,0,Save,,,,,,,,,,,,,0,
3011,3,0,Share with others,,,,,,,,,,,,,0,
3011,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3011,3,0,Other (specify if other),,,,,,,,,,,,,0,
3011,6,0,Purchase food,,,,,,,,,,,,,,
3011,6,0,Education costs,,,,,,,,,,,,,,
3011,6,0,Purchase livestock,,,,,,,,,,,,,,
3011,6,0,Production or operating costs,,,,,,,,,,,,,,
3011,6,0,Health care expenses,,,,,,,,,,,,,,
3011,6,0,Social obligations,,,,,,,,,,,,,,
3011,6,0,Save,,,,,,,,,,,,,,
3011,6,0,Share with others,,,,,,,,,,,,,,
3011,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3011,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3011,6,0,Other (specify if other),,,,,,,,,,,,,,
3012,3,0,Purchase food,,,,,,,,,,,,,2000,
3012,3,0,Education costs,,,,,,,,,,,,,0,
3012,3,0,Purchase livestock,,,,,,,,,,,,,0,
3012,3,0,Production or operating costs,,,,,,,,,,,,,0,
3012,3,0,Health care expenses,,,,,,,,,,,,,1000,
3012,3,0,Social obligations,,,,,,,,,,,,,0,
3012,3,0,Save,,,,,,,,,,,,,0,
3012,3,0,Share with others,,,,,,,,,,,,,0,
3012,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3012,3,0,Other (specify if other),,,,,,,,,,,,,0,
3012,6,0,Purchase food,,,,,,,,,,,,,,
3012,6,0,Education costs,,,,,,,,,,,,,,
3012,6,0,Purchase livestock,,,,,,,,,,,,,,
3012,6,0,Production or operating costs,,,,,,,,,,,,,,
3012,6,0,Health care expenses,,,,,,,,,,,,,,
3012,6,0,Social obligations,,,,,,,,,,,,,,
3012,6,0,Save,,,,,,,,,,,,,,
3012,6,0,Share with others,,,,,,,,,,,,,,
3012,6,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,,
3012,6,0,Purchase fodder for livestock,,,,,,,,,,,,,,
3012,6,0,Other (specify if other),,,,,,,,,,,,,,
3013,3,0,Purchase food,,,,,,,,,,,,,1500,
3013,3,0,Education costs,,,,,,,,,,,,,0,
3013,3,0,Purchase livestock,,,,,,,,,,,,,0,
3013,3,0,Production or operating costs,,,,,,,,,,,,,0,
3013,3,0,Health care expenses,,,,,,,,,,,,,1500,
3013,3,0,Social obligations,,,,,,,,,,,,,0,
3013,3,0,Save,,,,,,,,,,,,,0,
3013,3,0,Share with others,,,,,,,,,,,,,0,
3013,3,0,Purchase Livestock Insurance (IBLI),,,,,,,,,,,,,0,
3013,3,0,Other (specify if other),,,,,,,,,,,,,0,
3013,6,0,Purchase food,,,,,,,,,,,,,,
3013,6,0,Education costs,,,,,,,,,,,,,,
3013,6,0,Purchase livestock,,,,,,,,,,,,,,
